,Unnamed: 0.1,Unnamed: 0,race,age,fnlwgt,education_num,capital_gain,hours_per_week,GroundTruth,GroundTruth_DB,FairDEN2,FairSC_normalized2,FairSC2,FairDEN3,FairSC_normalized3,FairSC3,FairDEN4,FairSC_normalized4,FairSC4,FairDEN5,FairSC_normalized5,FairSC5,FairDEN6,FairSC_normalized6,FairSC6,FairDEN7,FairSC_normalized7,FairSC7,FairDEN8,FairSC_normalized8,FairSC8,FairDEN9,FairSC_normalized9,FairSC9,FairDEN10,FairSC_normalized10,FairSC10,FairDen2,FairDen3,FairDen4,FairDen5,FairDen6,FairDen7,FairDen8,FairDen9,FairDen10
953,953,2191,4,22,355686,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,9,0,0,0,1,1,5,0,7,7,4
954,954,14474,4,48,101299,9,0,40,1,0,0,0,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7,0,0,1,1,2,4,2,3,1
955,955,22172,4,29,180758,14,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
956,956,32759,4,41,233150,9,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6,0,2,2,0,3,5,5,1,9
957,957,36614,4,51,126528,9,0,60,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,9,1,6,1,2,2,4,0,1,3,4,2
958,958,8617,4,30,219110,9,0,46,0,0,0,0,0,0,1,2,1,1,3,1,0,4,5,4,0,4,1,5,0,7,3,4,0,7,5,8,6,0,0,1,0,3,5,1,2,0
959,959,44132,4,45,174426,14,0,43,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1,0,0,1,1,5,0,7,7,4
960,960,40938,4,57,38430,4,0,40,0,0,1,0,1,1,1,1,0,1,1,0,2,3,3,3,4,5,4,1,1,4,5,2,1,1,8,0,5,1,2,2,2,1,6,0,8,8
961,961,3939,4,28,37215,13,0,45,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4,0,0,1,0,3,5,1,2,0
962,962,23905,4,51,205100,10,0,45,1,0,0,1,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7,0,0,1,0,3,5,1,2,0
963,963,2982,4,43,175485,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,1,0,6,6,6,6,6,1,8,4,4,3,8,0,0,1,1,5,0,7,7,4
964,964,29386,4,29,195284,16,0,60,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,2,3,2,2,5,7,8,2,2,1,1,2,3,2,1,3,6,0,7
965,965,7155,4,54,94055,13,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,4,1,0,0,1,0,3,5,1,2,0
966,966,41481,1,19,78374,10,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,5,4,1,0,0,1,1,5,0,7,7,0
967,967,43769,4,18,131825,7,0,21,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3,0,2,2,0,3,5,5,1,9
968,968,26161,4,28,145284,9,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,1,4,5,7,1,3,6,6,7,3,1,6,1,2,2,4,0,1,3,4,3
969,969,16339,4,57,127728,13,15024,50,1,0,1,1,1,2,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,5,5,4,8,2,4,1,1,1,3,2,1,3,6,0,7
970,970,23204,4,23,267955,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,0,6,0,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
971,971,45438,4,55,109015,13,0,40,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,4,1,0,0,1,0,3,5,1,2,0
972,972,36554,4,25,169905,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9,0,0,1,1,2,4,2,3,1
973,973,17484,2,35,269300,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1,0,0,1,1,2,4,2,3,1
974,974,23292,4,35,126675,9,0,48,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,0,3,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
975,975,8037,4,30,205659,12,0,50,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4,0,0,1,0,3,5,1,2,0
976,976,43927,4,26,224567,7,0,45,0,0,0,0,0,1,1,2,0,1,0,1,0,0,2,3,2,1,4,5,5,4,3,8,1,7,9,0,5,0,2,2,0,0,1,5,1,2
977,977,32399,4,45,67001,10,0,50,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,0,5,5,1,3,8,8,7,0,3,6,0,2,2,0,3,5,5,1,9
978,978,39151,4,46,279724,9,0,45,0,0,0,0,1,0,1,1,1,1,1,1,2,0,5,3,4,4,6,5,0,6,0,4,8,6,5,3,0,0,0,1,0,3,5,1,2,0
979,979,4775,4,28,200819,4,0,84,0,0,1,1,1,2,1,1,2,1,1,3,0,3,4,0,0,2,4,5,4,1,3,7,6,7,7,1,6,1,1,0,3,4,2,4,6,6
980,980,16507,4,59,368005,7,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,0,2,3,4,5,6,5,1,4,0,2,1,6,3,0,5,1,2,2,4,0,6,0,8,8
981,981,31712,4,62,26857,4,0,35,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,3,4,5,5,1,1,2,0,5,1,2,3,2,1,3,6,0,7
982,982,5528,4,25,49092,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4,0,0,1,1,5,0,7,7,0
983,983,38037,4,52,242517,9,7688,40,1,0,1,1,1,1,1,1,3,1,1,0,2,3,3,3,4,5,0,1,1,6,5,2,8,1,8,3,7,1,2,3,2,1,6,0,8,8
984,984,34653,4,58,348430,9,0,40,1,0,0,0,1,1,1,1,0,1,0,1,2,0,5,3,2,4,6,5,5,6,0,8,2,6,0,3,0,0,2,2,0,3,5,5,1,9
985,985,19234,4,68,192829,12,0,43,0,0,1,1,1,1,2,0,0,2,1,4,4,3,2,5,4,1,6,1,7,6,5,6,4,8,3,4,1,1,2,2,4,0,1,3,4,3
986,986,44833,4,32,117444,13,0,50,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,8,5,2,1,0,0,1,0,3,5,1,2,0
987,987,26896,4,27,192355,13,0,50,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
988,988,29359,4,38,128033,10,0,60,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6,0,2,2,0,3,5,5,1,9
989,989,32950,4,71,113445,3,0,10,0,0,1,0,1,2,1,1,2,1,1,3,2,3,4,3,4,2,6,1,4,4,5,7,5,1,7,7,5,1,1,0,3,4,2,4,6,6
990,990,22989,4,18,265099,7,0,16,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,5,2,4,7,3,1,2,3,2,3,6,3,1,2,2,4,0,6,3,8,3
991,991,14854,4,22,113062,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,5,2,4,0,0,1,1,5,0,7,7,0
992,992,6802,4,55,308373,10,0,40,1,0,0,0,1,0,1,1,1,1,1,1,2,0,5,3,4,4,6,5,0,6,0,4,2,6,5,3,0,0,0,1,0,3,5,1,2,0
993,993,13466,4,38,374524,13,0,40,1,0,0,0,1,1,0,0,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0,0,2,2,0,3,5,5,1,9
994,994,45564,4,25,150361,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
995,995,12081,4,39,355468,9,0,46,1,0,0,0,1,1,0,2,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0,0,2,2,0,3,5,5,2,9
996,996,30144,4,21,440969,9,0,40,0,0,0,0,1,1,0,2,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0,0,2,2,0,0,1,5,1,2
997,997,46854,4,30,187203,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
998,998,42449,4,40,211938,6,0,40,0,0,0,0,0,1,1,1,0,1,1,4,2,3,2,3,4,1,4,5,5,4,5,6,1,1,9,0,5,0,2,2,4,0,1,5,4,2
999,999,33022,4,58,199067,13,0,65,1,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,5,5,3,5,3,5,4,8,2,4,1,1,2,3,2,1,3,6,0,7
1000,1000,28844,4,20,104981,9,0,40,0,0,0,0,0,0,1,2,1,1,3,2,1,4,0,4,0,6,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,2,4,7,7,4
1001,1001,31240,4,32,309513,12,0,40,0,0,0,0,1,0,0,0,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,4,2,6,0,9,0,0,0,2,0,3,5,5,2,9
1002,1002,33554,4,21,197583,10,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
1003,1003,38126,4,32,229636,12,5013,60,0,0,1,1,1,1,2,0,3,2,2,0,4,1,3,5,3,3,0,5,3,5,3,2,4,7,8,1,6,1,2,3,2,1,3,0,8,7
1004,1004,18841,4,35,322171,10,0,40,1,0,0,0,0,0,0,2,1,3,0,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0,0,0,1,0,3,5,1,2,0
1005,1005,9618,4,18,238401,10,0,25,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3,0,0,1,0,3,5,1,2,0
1006,1006,10311,0,27,156266,5,0,40,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1,0,2,2,0,0,1,5,1,2
1007,1007,19735,4,55,208451,14,0,40,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,4,1,1,2,2,4,0,1,3,4,2
1008,1008,32731,4,50,280292,6,0,40,1,0,1,0,0,1,1,1,0,1,1,4,2,3,2,3,4,5,4,5,1,4,5,2,1,1,8,0,5,1,2,2,4,0,6,0,8,8
1009,1009,9134,4,23,235894,7,0,55,0,0,1,0,0,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,7,1,3,6,6,7,3,1,6,1,2,2,4,0,6,3,4,3
1010,1010,11986,2,67,64148,10,0,41,0,0,0,0,1,1,1,1,0,1,1,1,0,3,2,3,4,1,0,5,5,5,5,8,4,1,9,4,1,0,2,2,0,0,1,5,1,2
1011,1011,45597,4,34,287168,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,6,0,0,1,2,6,4,8,0,0,0,1,1,5,0,7,7,4
1012,1012,45608,4,29,269354,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,0,6,0,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
1013,1013,39980,4,46,274689,12,0,40,0,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,5,2,6,4,8,9,4,1,1,2,2,4,0,1,3,4,2
1014,1014,48175,4,24,194848,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
1015,1015,33047,4,28,190911,10,0,40,1,0,0,0,0,0,0,2,1,3,3,2,1,4,1,4,1,0,1,0,6,7,4,1,0,5,4,8,9,0,0,1,1,5,0,7,7,4
1016,1016,30639,4,57,107443,2,0,40,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,3,4,5,5,1,1,8,0,5,1,2,3,2,1,3,0,8,7
1017,1017,28789,4,57,64960,11,0,45,0,0,0,1,1,1,1,1,0,1,1,4,0,3,2,3,4,1,6,1,7,6,5,6,8,1,9,3,7,0,2,2,4,0,1,3,4,2
1018,1018,42467,4,40,151504,9,0,50,0,0,0,1,1,0,1,1,1,1,1,2,0,3,1,0,0,0,0,5,6,1,3,1,6,7,4,1,6,0,0,1,1,5,0,7,7,4
1019,1019,27770,4,34,148207,10,0,65,1,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,5,5,1,3,8,6,7,0,1,6,0,2,2,0,3,5,5,1,9
1020,1020,5854,4,64,256019,14,0,35,0,0,1,1,1,1,2,0,0,2,1,4,4,3,2,5,4,5,5,2,1,5,2,2,4,8,8,4,1,1,2,2,4,0,6,0,8,8
1021,1021,30726,4,33,48010,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
1022,1022,36807,4,58,139736,9,0,40,0,0,0,1,1,0,1,1,1,1,1,2,2,3,0,3,4,6,6,1,2,6,5,3,8,1,1,3,7,0,0,1,1,2,4,2,3,1
1023,1023,43639,4,31,263796,6,0,50,0,0,1,0,0,1,1,1,0,1,1,4,0,0,2,3,2,5,4,5,1,4,3,2,1,7,3,0,5,1,2,2,4,0,6,3,8,3
1024,1024,22317,4,23,209955,9,0,40,0,0,0,0,0,0,0,2,1,3,3,2,1,4,0,4,1,6,1,0,2,7,4,3,0,5,1,8,9,0,0,1,1,2,4,2,3,1
1025,1025,38775,4,18,421350,7,0,20,0,0,1,0,0,1,0,2,3,3,0,0,3,0,3,2,2,3,3,4,3,0,0,5,2,6,2,9,0,1,2,3,2,1,3,6,0,7
1026,1026,3885,4,46,32825,9,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,0,4,6,1,0,6,5,4,8,1,5,5,7,0,0,1,0,3,5,1,2,0
1027,1027,3227,4,39,129597,13,3464,40,0,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1,0,2,2,0,3,5,5,1,9
1028,1028,6994,1,22,227994,10,0,39,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1029,1029,25928,1,27,230959,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1030,1030,36136,4,20,195075,10,0,30,0,0,0,0,0,0,0,2,1,0,0,1,1,2,5,1,5,4,2,4,0,3,1,4,3,2,5,6,3,0,0,1,0,3,5,1,2,0
1031,1031,1824,4,51,158948,9,0,84,1,0,1,1,1,2,1,1,2,1,1,0,0,3,3,0,0,3,4,5,3,1,3,0,6,7,6,1,6,1,1,0,2,1,3,6,0,5
1032,1032,46243,4,32,136331,13,0,40,1,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,3,4,2,4,0,0,1,1,5,0,7,7,4
1033,1033,34232,4,44,231793,9,0,52,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,4,4,0,5,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
1034,1034,30030,2,33,311194,7,0,17,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,3,0,5,3,5,5,5,4,1,2,4,1,1,2,3,2,1,3,6,0,7
1035,1035,14552,4,80,173488,10,0,20,0,0,1,0,1,1,1,1,3,0,1,0,2,3,3,3,4,3,6,1,1,6,5,2,5,1,8,7,1,1,2,3,2,1,3,0,8,8
1036,1036,39566,4,47,192053,4,0,55,1,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,5,3,4,5,5,1,1,2,0,5,1,2,3,2,1,3,6,0,7
1037,1037,40867,4,57,37394,13,0,50,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,5,5,2,7,2,2,2,7,8,3,4,1,1,2,2,4,0,6,3,8,3
1038,1038,1900,3,29,149943,10,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,1,0,1,0,6,7,5,1,0,1,4,8,2,0,0,1,1,5,0,7,7,4
1039,1039,17937,4,37,280966,10,0,50,1,0,0,0,1,0,1,1,1,3,1,1,3,0,5,2,2,4,3,5,0,0,0,4,2,6,5,9,0,0,0,1,0,3,5,1,2,0
1040,1040,41685,2,17,130969,5,0,20,0,0,1,0,1,1,1,1,0,1,1,4,0,3,2,3,4,1,0,5,7,5,5,6,4,1,3,4,1,1,2,2,4,0,6,3,4,3
1041,1041,44240,4,34,55849,9,7298,50,1,0,1,1,1,1,1,1,3,1,1,0,0,3,3,4,0,3,1,3,3,7,7,5,4,0,8,5,2,1,2,3,2,1,3,6,8,7
1042,1042,38393,4,64,169072,6,0,50,0,0,1,0,1,1,1,1,3,1,1,0,2,3,3,3,4,3,4,1,1,4,5,2,1,1,8,0,5,1,2,3,2,1,3,0,8,8
1043,1043,26358,4,44,403782,11,0,45,0,0,1,0,1,1,0,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,9,9,0,1,2,2,4,0,1,3,4,2
1044,1044,43618,4,75,207116,9,0,40,0,0,1,0,1,1,1,1,0,1,1,4,2,3,2,3,4,5,6,1,1,6,5,2,8,1,3,3,7,1,2,2,4,0,6,0,8,8
1045,1045,47213,2,40,235523,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,0,3,4,6,0,5,2,5,5,3,4,1,1,4,1,0,0,1,1,2,4,2,3,1
1046,1046,41671,4,23,271486,9,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,0,6,0,4,1,2,5,4,8,9,0,0,1,1,5,0,7,7,4
1047,1047,46735,4,20,259301,10,0,35,0,0,0,0,0,0,0,2,1,3,0,1,1,0,5,4,2,4,1,0,0,7,4,4,0,5,5,8,9,0,0,1,0,3,5,1,2,0
1048,1048,12915,4,37,117567,13,0,60,1,0,0,1,1,1,2,0,0,2,2,1,4,1,2,5,3,1,5,2,5,2,3,8,7,8,9,2,1,0,2,2,0,0,1,5,1,2
1049,1049,22646,4,28,188064,9,0,35,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,1,0,1,6,6,7,6,1,0,4,4,8,8,0,0,1,1,5,0,7,7,4
1050,1050,24224,4,31,209103,10,3464,45,0,0,0,0,0,1,1,2,0,1,3,1,0,4,2,4,1,1,1,0,5,7,4,8,0,5,9,8,9,0,2,2,0,0,1,5,1,2
1051,1051,2116,4,37,35330,9,0,55,0,0,0,1,1,1,1,1,0,1,1,1,0,3,5,0,0,4,4,3,5,1,3,4,6,7,0,1,6,0,2,2,0,3,5,5,2,9
1052,1052,2084,4,28,308493,9,0,17,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3,1,2,2,4,0,1,3,4,3
1053,1053,19826,4,55,209535,14,0,40,1,0,1,1,1,1,2,0,0,2,2,4,4,1,2,5,3,1,5,2,7,2,2,6,7,8,9,4,1,1,2,2,4,0,1,3,4,2
1054,1054,29342,1,40,191342,13,0,40,1,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1055,1055,45922,4,38,119098,10,0,42,0,0,0,0,0,0,1,1,1,1,3,2,0,4,1,4,0,0,1,3,6,7,7,1,0,0,4,5,2,0,0,1,1,5,0,7,7,4
1056,1056,5923,2,20,325493,9,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1057,1057,7356,4,42,166740,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1,0,0,1,1,5,0,7,7,4
1058,1058,24868,4,39,176101,13,0,40,0,0,0,1,1,0,2,0,1,2,2,2,4,1,1,5,3,0,5,2,6,2,2,1,7,8,4,2,1,0,0,1,1,5,0,7,7,4
1059,1059,13431,4,32,136204,14,0,55,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1,0,2,2,0,3,5,5,1,9
1060,1060,10229,4,35,202027,10,0,60,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,0,1,3,4,6,7,5,1,6,0,0,1,0,3,5,1,2,0
1061,1061,3940,4,49,371299,9,0,35,0,0,0,0,1,1,0,1,0,3,0,1,3,0,5,2,2,4,3,5,5,0,0,8,2,6,0,9,0,0,2,2,0,3,5,5,1,9
1062,1062,19793,4,60,198170,10,0,40,1,0,0,1,1,0,1,1,1,1,1,2,2,3,1,3,4,0,6,1,6,6,5,1,8,1,4,3,7,0,0,1,1,5,0,7,7,4
1063,1063,15044,4,63,196994,13,0,15,0,0,1,1,1,1,1,1,3,0,1,0,2,3,3,3,4,3,6,1,3,6,5,5,5,8,2,7,1,1,2,3,2,1,3,6,0,7
1064,1064,6631,4,46,353824,12,0,40,0,0,1,0,1,1,0,0,0,3,0,4,3,0,2,2,2,1,3,5,7,0,0,6,2,6,3,9,0,1,2,2,4,0,1,3,4,3
1065,1065,46849,2,29,120645,12,0,40,0,0,0,0,1,0,1,1,1,1,1,1,0,3,5,3,4,4,0,5,0,5,5,4,4,1,5,4,1,0,0,1,0,3,5,1,2,0
1066,1066,31146,2,25,173062,13,0,40,0,0,0,0,1,0,1,1,1,1,1,2,0,3,1,3,4,0,0,5,6,5,5,1,4,1,4,4,1,0,0,1,1,5,0,7,7,4
1067,1067,15780,4,47,343579,2,0,12,0,0,1,0,0,2,1,1,2,1,1,3,2,3,4,3,4,2,4,5,4,4,5,7,1,1,7,0,5,1,1,0,3,4,2,4,6,6
1068,1068,38063,4,66,195161,15,0,20,0,0,1,1,1,2,2,1,2,2,1,3,2,3,3,3,4,3,6,1,3,6,5,0,5,8,6,7,1,1,1,0,3,1,3,6,5,5
1069,1069,30476,4,27,85918,13,0,68,0,0,1,1,1,1,2,0,3,2,2,0,0,1,3,0,0,3,5,5,1,1,3,2,6,7,8,1,6,1,2,3,2,1,3,0,8,7
1070,1070,41939,1,33,361280,16,0,40,0,0,1,0,1,1,1,1,3,1,1,0,0,3,3,3,4,3,0,5,3,5,5,5,4,1,2,4,1,1,2,3,2,1,3,6,0,7
1071,1071,44578,4,62,180418,8,0,40,0,0,0,0,1,0,1,1,1,1,1,1,2,3,5,3,4,4,6,1,0,6,5,4,8,1,5,3,7,0,0,1,0,3,5,1,2,0
1072,1072,46199,4,31,226525,13,0,51,0,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,2,2,4,7,3,5,2,4,0,0,1,0,3,5,1,2,0
1073,1073,25314,4,19,137578,9,0,53,0,0,0,0,0,1,1,1,0,1,3,1,0,4,2,0,0,1,4,3,5,1,3,8,6,7,9,1,6,0,2,2,0,0,1,5,1,2
1074,1074,33574,4,30,370498,10,0,40,0,0,0,0,0,0,0,2,1,3,0,2,3,0,1,2,2,0,3,5,0,0,0,1,2,6,5,9,0,0,0,1,1,5,0,1,2,0
1075,1075,23264,4,42,185145,10,0,57,0,0,0,1,1,0,1,1,1,1,1,1,0,3,5,0,0,4,4,5,5,1,3,4,6,7,0,1,6,0,0,1,0,3,5,5,2,9
1076,1076,9520,4,60,25141,10,0,60,0,0,1,1,1,1,1,1,0,1,1,0,0,3,3,0,0,5,4,1,1,1,5,2,8,7,8,3,6,1,2,2,2,1,6,0,8,8
1077,1077,46705,4,29,425830,12,0,40,0,0,0,0,1,1,0,0,0,3,0,1,3,0,2,2,2,1,3,5,5,0,0,8,2,6,9,9,0,0,2,2,0,0,1,5,1,2
1078,1078,30536,4,27,44767,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2,0,0,1,1,5,0,7,7,0
1079,1079,8230,4,23,91189,13,0,20,0,0,1,0,0,1,0,2,3,0,0,0,1,2,3,1,5,3,2,4,3,3,1,5,3,2,2,6,3,1,2,3,2,1,3,6,0,7
1080,1080,36753,4,58,185338,13,0,40,1,0,0,1,1,0,2,0,1,2,2,1,4,1,5,5,3,4,5,2,0,5,2,4,4,8,5,4,1,0,0,1,0,3,5,1,2,0
1081,1081,41699,4,23,203924,9,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,1,1,3,2,6,7,3,1,6,1,2,2,4,0,6,3,8,3
1082,1082,11309,4,42,126094,9,0,39,0,0,0,0,0,0,1,1,1,1,1,2,0,3,0,4,4,6,1,6,2,7,5,1,8,1,4,3,7,0,0,1,1,2,4,2,7,4
1083,1083,609,4,17,169658,6,0,21,0,0,0,0,0,1,0,2,0,0,0,1,1,2,5,1,5,4,2,4,5,3,1,8,3,2,0,6,3,0,2,2,0,3,5,5,1,9
1084,1084,30948,4,51,134447,9,0,70,0,0,1,1,1,1,1,1,0,1,1,4,0,3,2,0,0,5,4,5,7,1,3,2,6,7,3,1,6,1,2,2,4,0,6,3,8,3
1085,1085,25695,4,47,149700,14,15024,35,1,0,1,1,1,1,2,0,3,2,1,0,4,3,3,3,4,3,0,2,3,5,2,5,4,8,2,4,1,1,2,3,2,1,3,6,0,7
1086,1086,15607,4,33,137059,10,0,10,0,0,1,0,0,1,0,2,0,0,0,4,1,2,2,1,5,1,2,4,7,3,1,6,3,2,3,6,3,1,2,2,4,0,1,3,4,3
1087,1087,6484,4,36,162256,9,0,40,0,0,0,0,0,0,1,1,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8,0,0,1,1,2,4,2,3,1
1088,1088,32466,4,33,177727,9,0,40,1,0,0,0,0,0,1,2,1,1,3,2,0,4,0,4,1,6,1,6,2,7,6,3,0,4,1,8,8,0,0,1,1,2,4,2,3,1
1089,1089,3168,4,31,111567,13,0,70,1,0,1,1,1,1,2,0,3,1,2,0,0,1,3,0,0,3,4,5,1,1,3,2,6,7,8,1,6,1,2,3,2,1,3,0,8,8
1090,1090,31946,4,43,163434,13,0,55,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,4,7,8,0,2,1,0,2,2,0,3,5,5,2,9
1091,1091,40999,4,23,131415,9,0,35,0,0,0,0,0,0,0,2,1,1,3,2,1,4,1,4,0,0,1,3,6,7,7,1,0,0,5,5,2,0,0,1,1,5,0,7,7,0
1092,1092,7544,4,38,159179,15,0,45,1,0,0,1,1,1,2,0,0,2,2,1,4,1,5,5,3,4,5,2,5,2,2,8,7,8,0,2,1,0,2,2,0,3,5,5,1,9
